Tip,Paylaşım
Pozitif,şimdi gencecik yitip giden evli adamla işi varmış gidenin arkasından laf eden ahlak bekçileri olasılık aklınıza geldi mi adam pınar la tanıştığında evli olduğunu gizledi pınar ilerleyen günlerde evli olduğunu öğrendi etik olarak ilişkiyi bitirdi 
Pozitif,aldatılırım korkusuyla milyonlar evlenmiyor haklılar bakınız adam evli sevgilisi var bunu kimse sorgulamıyor yazık 
Pozitif,yüz yüze evli bi kadına cesaret edipte rahatsız edebilir onun yanındaki adamsa buna müsade etmez adam var adamcık var avm sırf omuz vurup bide özür dilemeyen zibidiyi kafa kafaya tokuşturmuştum otopark 
Pozitif,ozlemyildiz kafanızdaki soru işaretini giderecekse söyleyeyim pınar adamla sevgiliyken evli olduğunu bilmiyormuş öğrendikten sonra hemen ayrılmış fakat bildiğiniz üzere adam peşini bırakmamış korkunç olay vuku bulmuş 
Pozitif,haberturk alaka öldürülen bütün kadınlar evli erkeklerle beraber miydi peki evli olması onu öldürmesi gerektiği anlamına geliyor adam olsaydı evliyken bekar bir kızla beraber olmasaydı laf olsun konuşup ahkam kesmeyin 
Pozitif,evli olan adam kız değil evlilikle birine söz verip ınu aldatan suçludur üstelik kız ayrılmış erkeği 
Negatif,tmm adam şerefsizdir hayvandır canidir peki onun evli olduğunu biliyor muydu evli kişilerlen sevgili olmayın doğrusu sevgili dahi yapmayın lah emriylen evlenin gidin nice üniversiteli kız sırf para evli yaşlı kişilerlen beraber oluyorlar normal değil 
Negatif,kadın elbette adam bana zarar verebilir kendimi korumalıyım diyebilirdi yanina birini alabilirdi la konusulacaksa adam eski sevgilisi eski sevgili eski olmuş evli ay neyse evet kadın öldü türlü pis geçmişi olanlara meyletmezseniz 
Pozitif,türkiye cumhuriyeti kanunları eğitim sistemi laik sekülerdir 
Negatif,mal mısın aq kadın evli adamla yıllarca aşk yaşıyor sonra hamile kalınca gel kaçalım diyor adam manyak mısın diyince onu öldürüp sözde namusunu dile düşürmekten kurtarıyor sınavdan düşük alıp babasına bahane olarak sınava giderken taciz edildim diyende gördük aq feminazisi seni 
Pozitif,astroaltınay demiş anlamışsınız yahu gündemde pislik adam evli yazmış yapacak şizofren erkeğin evlisi bekarı olmaz burda nasihatı bayanlara öncelik tanımış adam zaten cani vahşet yaşattı peline evlilerden uzak durun bekarlarla sevgili olun demiş 
Pozitif,evli bir adam karısı mağdur duymasın sevgilisini mağdur dövüyor yakıyor öldürüyor 
Negatif,hadi lan ordan aç bakalım avrupa kanallarını bir erkek onlarca kadınla yatıyor nikahsız bir yandan evli karısı aynı şeyi yapsa hemen boşanıyorlar kafaları yaratan ahlaksızlık hayvani güdüler ünlü ateist adam tecavüz ediyor birine slam suçlusu boş yapmayın 
Negatif,ben kılık kıyafetten bahsetmedim lah sizin zihniyetiniz den korusun evli bir erkek bir kadına benim ol der adam sapık peki kadın 
Pozitif,eşini aldatan dövüp hapseden vekil akrabası olan evli bir kadına kahve içme bahanesiyle tecavüz eden bir vekil olayı 
Pozitif,ulan elinden kuran düşürmeyen dilinden dua eksik etmeyen insanlar suç işlemiyor cinayeti dine siyasi görüşe mi bağlayalım evli adam genç bir kızla olmuş kızı öldürmüş atatürk fotoğrafı paylaşan herkesi adam sanıyorsunuz sakallıyı hacı sanıyorsunuz 
Pozitif,bulut evet adam kızı kandırıyor sevgililerken kız adamın evli olduğunu duyunca uzak durmasını istiyor adamın evli olduğunu bir çocuğunun karısının olduğunu bilmiyor 
Negatif,pislik herif kız adamın evli olduğunu bilmiyordu biliyordu bir hata yaptı hatasının farkına vardı ayrıldı toplum genel bir kavramdır genel olarak zaten boku yemiş durumdayız aynısı senin eşin annen kızın kardeşinde yaşayabilirdi adam engel olsun 
Negatif,kıskançlık krizine giren adam evli he bi öldürme hakkı mi veriyor aq anlamadım den falan mi geliyo 
Pozitif,diyelimki evli oldugunu biliyordu diyelimki gezmeyi cok seviyordu okulunu bile bitiremiyordu yuzden oldu simdi kiz hala masum hala sucsuz adam hala psikopat kimse sizin istediginiz yasamak zorunda degil 
Pozitif,şimdi evli adamla işi varmış diyorlar kadın evli adam bekar olsaydı evli kadının bekar adamla işi var diyeceklerdi olay evlilik kutsallık ahlak bekçiliği falan değil resmen kadın düşmanlığı zihniyetinizin içine 
Pozitif,evli bir adamla beraberse olduğu belli zihniyetinizi bir kere adam evliymiş olduğu ordan bli diyin 
Pozitif,abicim adam kıza evli olduğunu söylememiş zaten sonra kız bunu öğrenip ayrılmak isteyince işler duruma gelmiş kızın konuda bir suçu yok 
Pozitif,alaka evlilikle yine bir sekilde kadina laf edilmis kadin olmus hala adam evli valla sizi aklim almiyo almayacak 
Pozitif,bulut sanıyorsunuz kız evli adamı ayarttı adam bekarım seninle evleneceğim diyerek kızı kandırıyor kız adamın evli olduğunu öğrenince benden uzak dur ailene söylerim tehdit ediyor adam uzak durmuyor sonucu ölüm oluyor 
Pozitif,şin boktan tarafı evli olan taraf kadın olsaydı yine kadın suçlu olacaktı öldürülseydi seferde evli haliyle milletle düşüp kalkıyor olacaktı hta bir seviye öte iki tarafta evli olsaydı yine kadın suçlu olacaktı erkek adam yaparda kadın diyeceklerdi 
Pozitif,eski kocanın evine gidiyorsun orda eski kocasının yeni sevgilisinin eski sevgilisi var adamla gülizar sevgili oluyor arada eski kocanın yeni sevgilisi evli gülizar la adam sevgili diyorsun bizim dini nikahımız var benim eşim acayip 
Negatif,olayın aslını bilmeden evli adam başlayan cümleler kurup katilin partisi üzerinden prim yapmaya çalışanların allah bin belasını versin 
Pozitif,şimdi olay adam kadın evli sonra boşanma arifesinde kadın eşinin evli sevgilisinin evli sevgilisi evlenmiş 
Pozitif,adam evli bir çocuğu var bir kızı var söz konusu kendi kızı olsa taş taş üstüne bırakmazdı eminim başkasının kızına yaptıklarına bakın 
Negatif,sosyal medya üzerinden şöhret olmak isteyen kızlarımız utanmadan evli erkeklere beğeneni yolluyor adam meyliyse evlilik bozuluyor yasemin özilhan başına gelmiş inşallah yuvasını yıkmaz diğer kadında utanma yok evli adama beğeni gönderiyor terbiyesiz ahlaksızlıklar 
Pozitif,evli bir adam bekar bir kadını isteyip nefsine hakim olamıyor dediğin çoğu vaka geçerli olabilir sizin suçunuz var demek maiyetinde söylemiyorum lakin suçu erkek tarafında aramakta benim gözümde bağnazcadır 
Pozitif,ben onlara evli adamın sate işi neydi evli adam evinde çocuğunun başında değildi evli adam 
Pozitif,herkes kız evli adamla berabermiş diyor bunlar katilin beyanları maktulu beyanını asla öğrenemeyeceğiz sevgili değillerdi adam muslat oldu bilemeyeceğiz velev evli adamla birlikteydi cezası ölüm bayıla bayıla takip ettiğiniz metresler öldürüldü 
Pozitif,kız kardeşim kendisinin evli olduğunu öğrenince bir aramamasını söylüyor adam bunu duyunca kız kardeşimi arabasına bindirerek ormanlık alana götürüyor 
Pozitif,hanımefendi adam milletvekili evli kadına tecavüz ediyor diyonmu 
Pozitif,eşini aldatan dövüp hapseden vekil akrabası olan evli bir kadına kahve içme bahanesiyle tecavüz eden bir vekil olayı kapatan kadınlar bir genç kızı canice öldüren evli bir adam yok edilen değerlerimiz annelik kadın tesadüf olamaz hepsinin arkasında bir zihniyet var 
Negatif,aq oğlu kadını adam öldürüp yakıp beton dökmüş oturmuş iç yüzünün gereksiz yerini tartışıyorsunuz olaya üzüleceğinize evli olduğunu adamın bilip bilmediğini yapacaksın kızın hayata dönecek kız anasını siktimin oğlu 
Pozitif,gülizarın eski kocasının samet evine gidiyor orada eski kocasının yeni sevgilisinin eski sevgiliside orada adam gülizar sevgili oluyor ayrıca eski kocanın yeni sevgilisi evli peki rabbim neler duyacağız sen akıl fikir ver 
Pozitif,bir ayda insan kadın olduğu öldürülmüş bilinen sayı cinayetteki tartışma başlıklarımız evli adamla işi var adam apsın katil chp liymiş murat övüç vs yeşim salkım di yorsunuz 
Pozitif,bunu sormak yerine şeyi sorsaydın evli çocuklu bir adam bekar bi kızın peşini bırakıp ailesine sadakatla bağlı kalamadı bunu sorduğunda tekrar gel 
Negatif,allah ın ayetlerini hiçe sayıyorsunuz adam devlet işlerini bırakıp sizin evli adamlarla yaşadığınız sorunları çözecek lah adil olacaksanız kadar evlenin buyuruyor kıyametleri koparıyorsunuz diğer kadının hakkını koruyormuş anlayabiliyor musunuz şimdi 
Pozitif,gitmiş evli adamla evlenmeden yaşıyor adam çocuğunu öldürmus korumaya çalışıyor baba cocuguna bomba yapmayı öğretmiş dede adam türkçe konuşamıyor hikaye 
Pozitif,zztin doğan alevi dedesi ısrarla söylenip duruyorki adam fransız bir kadınla evli alevi olmayan bir kadınla 
Pozitif,sebebini merak ediyorum diyip duruyorsun sen yazdığının farkında mısın kızı suçluyosun evli olan adam bakmasaymış dışarı 
Pozitif,evli barklı adamla birlikte olmuş diyenler görüyorum cevap veriyorum önce doğru soruları soracaksınız 
Pozitif,adamın medeni durumunu bilmek zorunda degil adam kendi medeni durumunun evli olduğunu bilip ona göre davranmak zorunda karısını aldatıp baska bir kadını öldürüyor kadının hayatını mahvetti 
Pozitif,adam evli bir kız çocuğu var çocuk hayata tutunacak sırf babası uçkurunu tutamadı 
Pozitif,buda böyle yanlış kişi yanlış zaman yanlış yer sonucun olacagını bilemeyiz yıl önceydi yine bi kadın evli adam beraberdi adam degilde adamın eşinin kardeşi öldürmüştü ablamın yuvasını dagıtacaksın 
Pozitif,evli erkekle birlikte olduğu eleştirdiğiniz kadının ölümüne hak etti demek yerine şerefsiz adam çoluğuna çocuğuna bakmadan kıza askıntılık etmiş birde yetmemiş öldürmüş diyin 
Pozitif,dediğin sizin mahallede oluyor televole neşe fahrtin fatmanur altun yıldır evli adam yaşında ulan evlendik 
Negatif,tırrikler istanbul sözleşmesi gereği kız tek başına üniversiteye gidiyor yıldır istediği hayatı yaşıyor istediğini yapıyor bara gidiyor evli bir çocuklu bar sahibi atatürkçü çağdaş laik adam sevgili oluyor herşey mükmel 
Pozitif,hatta söyle bisey var suan evli iken eşini aldtığı icin esi kalkıp adamı oldurse hakdir zaman kadın kendi namusunu temizlemiş olur durumda sonucta adam haketti evli iken dinimize aykırı zina yaptı kimse bunu sormuyor 
Pozitif,adam sapık ruhlu adam şiddete yönelik adam psikopat vahim olan tarafı adam evli bir çocuk babası psikopat adamın siyasi görüşü dini imanı olmaz bunu bile kendinize çekecek kadar gözü dönmüş insanlarsınız hdp vekil tecavüz tiğinde böyle konuşmadın rezill 
Pozitif,adam evli sevgilisi evli kadinin eski sevgilisi evli adamin eski karisi kocasinin sevgilisinin eski sevgilisiyle gidiyor vay be nasil bir ulke olduk 
Pozitif,ay zaman böyle bi laf gelecek diyordum yine iq suz haber kanalından geldi adam akpli olsaydı evli adamı ayartmış derlerdi falan adam haklı olurdu türlü chpli haksız jksdhff 
Pozitif,gencecik bir canın yitmesine değilde evli adama takılmış kız hatasını anlamış reddetmiş rdettiği öldürüldü nsanın hata yapması öldürülmesini haklı kılmaz adam karısını çevresini hemde kızı kandırmış adam sten çıkmış ak kaşık paylaşımlar yapmayın lütfen 
Pozitif,kendi rahat rahat internette takılsın benim oglum evli işten geliyor bütün gece onun başında çocukla karısını yatıl nesine yolluyor kıyameti koparıyorum yuvan yıkılacak yaşındaki oglanda ögrendi vla büyük adam kavga ediyorlarillet bir 
Pozitif,kimse travmanın etkisiyle falan demesin adam ayan beyan üzgün değil kızının evli bir adamla birlikte olması sebebiyle öldürülmesini kati suretle reddedemiyor biraz kaşısanız ben demiştim işi varmış onun elalemin arabasında evinde diyecek neredeyse acı 
Pozitif,pınar ın özgecan attığı tet ölüye saygınız yoksa bile tweet görüp utanın istiyorum yok evli adamla ilişki yaş 
Pozitif,abisi kardeşim adamın evli olduğunu bilmiyordum diyor hala namus derdinde kafasız adam yazık sizin insanlara 
Pozitif,zaten kainatın zeki insanlarısınız olayı kanıtıyla detayıyla aydınlatan onlarca görevli insan gerizekalı ulan adam evliymiş evli olduğu pınar tarafından anlaşılınca ilişki bitmiş erkek akradaş seçimiymiş önce erkek olup aldatmamak lazım gerisi kendiliğinden düzelecek 
Pozitif,evli adam yapıyor peki bunu kadın yapınca suç oluyor medeni kanunda sadakat ilkesi evliler arasındadır dışarıda birey değil 
Pozitif,abisi kardeşim adamın evli olduğunu bilmiyordum diyor hala namus derdinde kafasız adam yazık sizin insanlara yazık sizin aileye 
Pozitif,sesiniz çıkacaksa evli olup başka kadınların peşinde koşan pezevenklere çıksın sesiniz kadını suçlamak kolay 
Pozitif,sonra kız kardeşim kendisinin evli olduğunu öğrenince bir aramamasını söylüyor adam bunu duyunca kız kardeşimi yaka paça vurarak darbederek arabasına bindirerek ormanlık alana götürüyor orada dövüyor 
Pozitif,alo oda oda sesim gelür fıkıh der haberi formatında haber istiyoruz şöyle olsun başlık çağdaş lai zihniyette olur adam evli 
Pozitif,pınar gültekin hakkında tek kelime etmediğini biliyorsunuz değil mi evli bir adam öldürdü hermes çanta klanıp babyshower yapmıyordu bikiniyle pozu vardı neye hizmet ettiği bliydi gayrımeşru hayatı vardı burada ağlarken öfkelenirken tek kelime etmedi 
Pozitif,nsana böyle açıklama yaptırıyorsunuz vallahi pes fail aklayıcılığı ahlak polisliği hastalığına yakalandı herkes evlilik birliği içerisinde sadakat yükümlülüğü eşler arasında geçerlidir evli adam işi var başka kadınla noktası bile bizim hdimize değilken tartışılana bak 
Pozitif,artık evli adam tweetlerini evil adam okumaya başlar oldum 
Pozitif,sürekli konuşuyoruz sürekli anlatiyoruz bir değişmiyor öylesine cehalet dolu ülkede yaşıyoruz adam evliymiş adam evli farkına varın evli adamın işi var başka bir kadınla sorgulanması gerekirken kendini savunamayacak olan sorgulanıyor 
Pozitif,cüneyt özdemir in bugünkü programında bugün kadına şiddet hkında iyi bir yayın yapıldı 
Negatif,yardımseverlik yaparak piyasa yapmaya çalışan yavşak 
Pozitif,allahım ülkemizde yorum yapan kişilere bakın demet akalın murat övüc gerçekten ikisinin yorumuna kaldık 
Pozitif,kadar vahşetin sapıklığın cinayetin işlendiği bir zaman kadap pislik insanın yaşadığı bir dünyada yaşıyoruz artık erkeklerin kadın olma isteği kadınların erkek çocuk hayvan tecavüzleri ben hayata nefes alamıyorum artık iğreniyorum sizlerden 
Negatif,ahlak namus deyince sadece kadından konuşan herkes ahlaksız namussuzdur frida kahlo 
Negatif,nsanları yere göğe sığdıramıyorsunuz sonra linç ediyorsunuz adam baştan beri kadınlara tiktak orospu yanık 
Negatif,etiketi beni güldüren etiket oldu bugün orospu yanmışsın sen yanık tiktakçı tik tak frıldak komik değil mi artık peki takip etmeyi unutmayın murat para kazansın 
Negatif,evet öylesin sen ağzı pisleyen götü konuşan birisin ölen bir canın ardından şekilde konuşmak 
Pozitif,mevcut düzeni anlatan iyi karikatür 
Pozitif,bak bak kadınlara hakaret et yok yanık yok orta parmak küfür kıyamet sonrada bana hakaret et hepinizin gerçek yüzü 
Negatif,yazıklar olsun sana seni takip edenlere 
Pozitif,çağrı filminde kadının hakları iyi dinleyin 
Pozitif,iyisini düşünemiyorum 
Pozitif,sadece küfür eden birini ahlaksız bir şekilde konuşan birini ün sahibi yapanlar takip edenler utansın 
Pozitif,insanları makam getiren bir takipçi kitlesi var 
Pozitif,yalnız değilsin 
Pozitif,ahlak namus deyince sadece kadından konuşan herkes ahlaksız namussuzdur frida kahlo 
Negatif,dilimi tuttum boşanmak mahkemeye gtim gün sonra hale geldim neyi savunuyorsun sen terbiyesiz 
Negatif,önce nesin necisin ona bi karar ver erkek misin kadın hayır hayır bence 
Pozitif,kadının yeri erkeğinin bir adım gerisi değil direkt yanı başıdır 
Negatif,şaklaban murat öğünç kadınların erkeklerin bir adım arkasında durması gerektiğini söylemiş 
Negatif,şimdi hangi tarafı savunuyor ulan dönek sana mi kaldı kadın be erkeği savunmak sen senin zihniyetler kahrolsun 
