Tip,Paylaşım
Negatif,siktir lan abd uşağı şerefsiz idam edilmen lazım senin 
Pozitif,istanbulu bitirdiniz sıra izmire mi geldidoymadınız hala paraya doğa düşmanlıüğ nedir allah aşkına 
Pozitif,alo oda oda sesim gelür fıkıh der haberi formatında haber istiyoruz şöyle olsun başlık çağdaş lai zihniyette olur adam evli 
Negatif,libidom artık benim içimde bir parça değil ete kemiğe büründü pezevenk 
Pozitif,sorunları hala sesimizi duymak istemedin 
Negatif,sosyal medyaya girdiğimde artık görmeye dayanamıyorum ruh halim kaldırmıyor kadınlara çocuklara hayvanlara şiddet tecavüz cinayet haberleri durmuyor bitmiyor bence ülkeye bir süper kahraman lazm başka kimsenin sadist piç kurularına el atacağı yok 
Pozitif,yapabilecek varmı dostum 
Pozitif,afiyet olsun 
Pozitif,posseidon değil mi la 
Negatif,güzeller güzelim arkanda kocaman bir aile var seni seviyoruz seni üzeni kat üzeriz boğul yasin obuz 
Pozitif,şartlar uygun ben değilim 
Pozitif,ek olarak yanında kaçak çay tütün keyfi 
Pozitif,kalan ömrümüzü geçen ömrümüzden hayırlı eyle 
Pozitif,ulusal egemenlik çocuk bayramımız kutlu olsun 
Pozitif,rabbim yar yardımcıları olsun 
Pozitif,cepheden gelen toplarda inanılmaz iyi yönüyle avrupanın iyi kalecilerinden olabilir 
Negatif,azdım azgın sanal seks ensest 
Pozitif,tekrar dene genelde oluşan bir hata 
Negatif,arabanın arkasına bağlayıp sürükleyeceksin sonra kemiklerini kırıp yatalak edeceksin 
Pozitif,gündemde bir numara sosyal medya gerçekten saçmalamaya başladı 
Negatif,emeği geçen varsa şerefsiz oğlu şerefsizdir taraftarın hakkını masa başında yiyen varsa sülalesini zikm 
Negatif,tam unstanliyorum karsima cikio kancik yapisti suluk 
Pozitif,delirdin yine ey dobarlan 
Pozitif,allah düşmanında kalitelisini versin 
Negatif,doğaya canlılara saygısı olmayan insanlar gerçekten can çekişerek ölsünler mesela ağaçları katledenler nefes alamasın bir nefes yalvarsinlar 
Negatif,milletin mutlu aile adetini kıskanma kancık 
Negatif,sikmeye gelince benden iyisi yoktur 
Pozitif,varsın sezon böyle olsun galatasaray böyle görmek ciğerleri dağlasa bunlar futbolun bir başka yüzü maç özelinde emin bayram ihaleyi bırakanlar var yaşında saray kaptanı olarak sahaya çıkan bir delikanlının yüreği titrer bırakın hata yapa yapa büyüsün 
Pozitif,çim yanıyor içim gün azalacağına artıyor acı geçmiyor geçmeyecek 
Pozitif,demokrasi ödülü alan kemal kılıçdaroğlu na saldırmaya başlamış kıskanmanız gereksiz 
Negatif,sevgili beyinsiz neslihan sen gibiler açıklamayı sosyal medya hesabından yapıp fikrini özgürce ifade edebilmen bayağı komik rahatsız oluyorsanız ahlaksızları bizimle bırakıp kapatabilirsiniz hesabınızı 
Pozitif,ekonominin kötüye gittiği anda din iyi uyutma şeklidir 
Pozitif,talisca benficalı olmaktan mutluyum 
Pozitif,boydan poz verilir bilmiyorum 
Pozitif,salak yerine koyup yalan söylerken asıl salağın sen olduğunu zaman fark edeceksin 
Negatif,reis bildiği kelimeleri kullanmaya çalışmış azminden dolayı veriyorum geçtin pezevenk 
Pozitif,okul bitti ilk iş teklifini aldım 
Pozitif,burun estetiğinde altın oran var insan burnunun yapısı kişiliği etkiliyor hangi burun ameliyat edilmeli doç dr oytun erbaş soruyor dr emre lhan yanıtlıyor 
Negatif,bir kitabın ilk cümlesinin ilk kelimesini okur okumaz kitabı anlayabilir tamamı hakkında yargıya varıp fikir yürütebilirsiniz köylüler ihtiyarla açıktan dalga geçmemişler içlerinden herif sahiden gerzek geçirmişler 
Pozitif,bir zulme engel olamıyorsanız onu herkese duyurun demiş hz ali 
Pozitif,merhaba arkadaşlarım 
Negatif,dünya benim ön koltuğum var pezevenk 
Pozitif,özel bir hediyelik kişiye özel kutu ister çikolata ister takı kullan ister nene ister eşine hediye et 
Pozitif,an mutluyum panik yapmayın birazdan geçer 
Pozitif,antalya eticaret konferansi vesilesiyle bir yorum elektronik ticaret konusunda turkiye piyasa cok buyuyor 
Pozitif,rüzgar vuruyor yüzüne hafif 
Pozitif,gerçekten yazik bunların refah yapmayacağı kötülük yok 
Negatif,evet hala münafık zalimi teşhis edemeyenler var yainsanın aklı almıyor 
Pozitif,sevildiğini sanıp mutlu oluyor bir 
Negatif,allah kahretsin böyle takımı puanla şampiyon olunur 
Negatif,kadar yalaka kadar fırıldak paçavra sadece 
Negatif,salak çocuk 
Pozitif,sustuysam rabbime bırakmışımdır alıştım artık cümlesi umutsuz değil mi 
Pozitif,hiçbir yokmuş davranıyorum bir takım şeyler baya ağırıma gidiyor 
Pozitif,sözlerim kefil rap oyun değil 
Pozitif,mutfağın son halini buldunuz 
Pozitif,artık hikayeye yanıt verme şeysi bitse gitse bi kurtulsaak 
Negatif,ezik sümsük ağlayarak engellemiş bunu okuduktan sonra 
Pozitif,iki kişi arasında kalınca şişko olanı seçiyorum sürekli şişko olan şişko zaten üzülmeye meyilli bari ben üzmeyeyim 
Pozitif,metre olup kedi olabiliyorsun sen fındık burunlum 
Negatif,ciddi bişey düşünürken birden zihnimde şik şak şok çalıyo aq yeer 
Pozitif,muhtaç olduğun kudret damarlarındaki asil kanda mevcuttur 
Pozitif,doğruları konuşalım 
Negatif,sikdiğimin yerinde gazetecilik sana kaldı 
Pozitif,konut kredinde yüksek faiz ödemek istemiyoruz yapılandırma bekliyoruz 
Negatif,maksimum yaşında veletsin siktir git senin belanı sikerim amk mun beyinsizi kaç yıldır fenerbahçe izliyorum ben fenerbahçeye yakışan oyuncunun olduğunu bilirim sahada göt gezdirip tombala çeken ozan değil mücadele veren ter akıtan jailson hak eder formayı 
Pozitif,sabah ilkbahar öğlen yaz öğleden sonra sonbahar akşam kış mevsimine hoşgeldiniz 
Negatif,senin beynini sıkım oruspu evl dı ananımı siksin fatih hoca yapsı euro yarı finali oynattı hadi onu geçtim madem balon ulan kimsenin alamadığı kupayı ananın amındanmı çıkatı göt veren ibne 
Negatif,kuzu yok tarlama dokanma bostanım ilk mahsullerini veriyor öldürürüm seni 
Negatif,sizin orospu gönlünüzü siksinler tamam 
Pozitif,ankara köpeğe tecavüz ederek ölümüne olan volkan uzun isimli erkek serbest bırakıldı 
Pozitif,allahım sen yaralılara ailelerine yardım et 
Negatif,içtiyseniz ben istiyorum beni yanınıza alin bele vaziyetin içine sokam ben evde yatıyım amk 
Negatif,fenerbahçeli futbolcular ferdi kadıoğlu hariç götlek 
Pozitif,babam gündür ankara batıkent medicalpark ta yoğunbakımda değerleri kritik seviyede seyrederken bugün diyalize gireceği günler öncesinden belliyken bugün diyaliz makinası hastanenin işleyişindeki aksilikler sebebiyle tedarik edilemiyor 
Pozitif,kimse sevmek zorunda deil burası laik bir ülke ben atatürk kalbimle severim 
Pozitif,çekmece caddesi mevi yol çalışması nedeni kapalıdır araçlarımız harbiye yönünde yeşilköy durağı ndan sonra güzergahtan çıkarak gazi evrenos caddesi durağı ndan güzergaha girer 
Pozitif,yakından bakınca hacivatı görüyosunuz 
Negatif,senin suçun baba olcağına gavat olmuşsun 
Pozitif,bir zamanlar gülüşüyle huzur doldurduğun insanı gün geliyor unutturmak oynamadığın oyunu bırakmıyorsun hayat sana 
Pozitif,yakın arkadaşım dahi olsa emir kipiyle konuşan varsa asla denilen şeyi yapmam asla 
Negatif,slolitaa renkli bayrağı götüne sokturma ben küfre başlarsam sülalendeki renkler siyah olur hoşt 
Pozitif,polisler eve girince köpeği poşete alın çöpe atın iş uzar demiş köpek sahibinin oğlu şikayetçi olmuş 
Pozitif,emojileri gönderenin sevgisinin gerçekliğine kendini inandırmış fazla okuyamadım allah akıl fikir sabır veriyorsa versin 
Pozitif,küçük kızı telefon oynamasın kartondan tetris yapmış 
Negatif,soru öyle mi sorulur dalyarak 
Pozitif,hele şükür 
Negatif,olgun cömert ayrıca hijyene önem veren elit beyler nedir amk orospu sikmek bile zor devirde 
Negatif,hocam kahveyi damardan alsak bile size sesinize karşı koyamaz hocam sal bizi hocam abv 
Pozitif,res lull vefatından önce sık sık şöyle derdi sübh nl hi bi hamdih estağfirull he et bü ileyh lah ım 
Pozitif,vah güzel türkiyem seni kutuplaştırıp ayrıştırmak neler yapıyorlar 
Negatif,sikeriz kabrinizi zorlamayın sabrımızı 
Pozitif,güzel olan varsa yakıp yıkarlar zaten 
Negatif,hassiktir gavat senin fetoşlar oylamıştır 
Negatif,sik kırıgı herifin teki aq boşu 
Pozitif,süper manzara hoşuma gitti 
Pozitif,babamla dün nişana gittik sabah birden geldi iyi seçim yap evliliğin şöyle böyle olmasın zart zurt falan dedi ben mesela olsun istersin dedim anası güzel olsun yeter dedi 
Negatif,zıkkım ye orospu çocuğu istedin bebişlerden 
Negatif,amına kodumun salağı gerizekalu amcık sence eşcinsellik böyle bir olabilir mi 
Negatif,seni yazdıklarına pişman edicem 
Negatif,işçi kendi yaptığı iphonuadidası alamasın lan dalyarak siktir git lan sınıftan sosyolojiye giriş dersini alttan alacaksın 
Negatif,kendini yalnız hisseden bir bayan arkadaş var mesaj atın tanışalım sohbet edelim olmaz azgın sex sikiş sanal sanalsex dul olgun evliçift gizli am sik meme sohbet azdım sevişme muhbet sanalseks liseli fşa türkifsa teldesex porno orgazm sakso anal oralsex boşalma 
Negatif,çirkinlik abidesi liboş 
Negatif,lı yaşlarında pavyon müşteri ayartmaya çalışan konsomatris 
Negatif,sokuk sokuk soru sorup deli ediyorlar amk 
Negatif,yalan yalan salak yanlış bilgi veriyon 
Pozitif,beni beğeneni ben beğenmem benim beğendiğim beni beğenmez yoksa ben tipsiz miyim ha 
Pozitif,cerrahpaşaduruşu sanmayın duruş keyfimizdendircrahpaşanın kaybı maalesef halkımıza acı verecektir 
Pozitif,yırtık kullanılmayan el pantolonları kesip sıfır şort yap 
Pozitif,yakın yakın yakında türkiye bi yer kalmayacak gidişle zaten 
Pozitif,gayri resmi mektup iyi tanıdığımız insanlara 
Negatif,amına koduğumun yerinde selam verşp yazmayan amına çaktıklarım siktir gidin 
Negatif,keşke sadece ayyaş olsa at hırsızına benziyo oğlun hva anne 
Pozitif,uyuşturucu sarhoş edici maddeleri bir tarafa bırak sigara bile içmiyorum 
Negatif,domal derim 
Pozitif,başarılı bi ameliyat sonunda kendine geldim şükürler olsun arayıp soran herkese teşekkürler 
Pozitif,ayasofya türkiye nin zincirlerini kırdığı yerdir 
Pozitif,narenciye üreticisi zorda aşırı sıcaklar narenciyeyi yaktı çiftçi zararın karşılanmasını bekliyor 
Negatif,beynini yemiş orospu çocuğu kendini dövdürüyor bana böyle 
Pozitif,kimle olacak demokrasi hakimi savcıyı ihraç et tutuklapolisi ihraç et tutuklayıp kendi sorununu 
Pozitif,dostoyevski budala kitabında şöyle diyor senden kaçtı seni kadar sevdiğinin farkına vardı senin yanında 
Negatif,zeynebof tdk çalışıyor pezevenk 
Negatif,şişko insanların duyguları incedir lütfen onları incitmeyin 
Pozitif,amk çikolata aldım kabında böyle çikolata şelalesi falan akıyor kekin içinden sonra paketten çıkarıp bir ısırık aldım 
Negatif,verilmiş ak yarısı geri alın 
Pozitif,bağlayın tabi hakkınız 
Pozitif,harikasın sen 
Negatif,ben burda bir mal görüyorum ismi cemal gorunumlu can 
Pozitif,git sen istersen ben gelemicem 
Negatif,seni sevmeyenin anasını sikiyim 
Pozitif,karakter yaramış sdfgsgs başarılı bi gelişmeydi 
Negatif,muğla menteşe belediyesine gün önce yazdığımız dilekçe dikkate alınmadı gün gece aralıksız köpek sürüsünün 
Negatif,aga bişey takıldı aklıma ayasofya camii ibadete açıldı batı avrupa hristiyan yahudi mecusi ateist ibne götveren vesaire rahatsız olmuş tamam anladık bundan normal bişey yok peki türkiyedeki piçlere ibnelere oluyor ben onu anlamadım 
Negatif,yiyin kendinize bir beyin alın 
Pozitif,yüksek lisansda başarılı olduğumu söyleyemem yüksek lisansı bitireceğime yürekten inanıyorum 
Negatif,yapiyim amina qoyum dizmi cokuyum karsinizda 
Negatif,beynini siktiğim iki harf eksik işte sen cümlenin bütünlüğünü içinde hisset gerçekler acıdır götveren 
Negatif,amına sokim güzel 
Pozitif,bugün nejat yavaşoğullarını gördmimarlarlar odasından çıkıyorduaklıma geldi an 
Negatif,orospu çocuğu irak ta abd askerleri kadınların ırzına geçerken böyle onurdan bahsetmezdiniz bile şerefsizler 
Pozitif,senden öğrendiğim değerler binlerce teşekkür ederim canım nem 
Negatif,bak orospu çocuğu sikikler toplanmış tiwitin altına 
Pozitif,kişisel verileri koruma kurulu sosyal medya uygulaması tiktok hakkında veri güvenliği açığı diaları üzerine inceleme başlattı 
Negatif,cüce kız tesellisi parayla yazdırdınız 
Pozitif,corona sürecinde hayret ettiğim bir durum var bilim insanları virüsün yayılma hızıyla ilgilenmediler 
Negatif,güven sikici swinger mature 
Negatif,olum bana geldi zaten ben sana güzellik yapmazmıyım gerizeka 
Negatif,seni döverim seni naapsın seni kötü yola düşürecem seni öldürecem seni türkiye ye rezil edeceğim seni vuracam sokak sürtüğü süprüntü sürtük sütü bozuk şerefsiz şırfıntı şret ulan karı uyuz 
Pozitif,nasılsın kardeşim sesin çıkmıyor 
Pozitif,trabzonsporlu olmayanların kulübe üye yapılmasına karşıyım özellikle siyaset iş sanat dünyasında 
Negatif,sorsan demokrasi der su twiti bir gerizeka atar yada demokrasiden nefret eden birisi 
Negatif,iğrençsin pisliğinde boğul 
Negatif,inanmasaydınız amk çocukları deseydin keşke hani zaten inanmadık oradaki millet inandı suçlu onlar bence 
Negatif,evimin önünden öttüre türe geçen motorcu ben seni alıp sana sokam emi 
Pozitif,yapıyor anlam veremedim keşke böyle şeyler yapmasa 
Pozitif,ayy gece gece heyecanlandım 
Negatif,beyazshow sosyal medyada adriana lima gerçekte bozcaada limanı maşlah 
Negatif,doğum gününde ananın amına sağlık mesaj attım orospu cocugu engledi kötü bişeymi dedim 
Pozitif,atatürk size bayılmıyordu zaten aq 
Negatif,lgbtliler aynı zamanda vegan mal oluyor 
Pozitif,fancy dans edecekseniz instrumental hali edin beni böyle mutlu eden eğlendiren bir olamaz 
Negatif,bunun düşünenlerin anasını karısını kızını kucaklayacaksın ondan sonra empati kursun orospu cocugu zihniyetine sokim 
Negatif,gülizar amına koyam 
Negatif,gerçekten orospu çocuğu adi aşağılık herif haklısınız fatma hanım 
Negatif,kene canan haberin varmi 
Pozitif,şimdi adama sorarlar kimi seviyorsun kadar tarih biliyorsu 
Negatif,övdüğü katil senelerce can çekişerek sonunda kapkara olarak ölmüştü ondanda beter olarak ölsün 
Pozitif,başarılı bir sezon sonrası hak edilmiş bir tatil başlıyor 
Negatif,irmak fena sikdi 
Negatif,sikeyim yapacağınız işi beceriksizler 
Negatif,deli müdür oldu başımıza 
Pozitif,yanında sevdiğim cifti güneşi beklerken zamanında izlemiştim hey gidi günler hey kore versiyon 
Pozitif,yav uşaum heç me izlemedun videoyu 
Pozitif,içerikyok hatavar değiliçerik yoksa işte bir pislik var demek lazım üstüne üstlük gelen evraklardaki imei gele 
Pozitif,tarihiyle işi olmayan kuşağı 
Negatif,selamlar evli çift evli eşinden gizli mutsuz olgun azgın dul fantazi seven kendine güvenen hamile kalmak isteyen cuckold çift boynuzlu gizli gavat arkadaşları sohbete bekliyorum 
Negatif,abi kısaca gerzek yazabilirsin kullanışlı 
Negatif,hay burnunuza sokim 
Pozitif,biriniz curious dan şiir yardırıyor hadi hayırlısı 
Pozitif,demek çikolata zararlı 
Negatif,uyumuş gibimi duruyor oç 
Pozitif,bir kere kuzenimin düğününde alçak bir kuaförün eline düşmüştüm bana makyaj yaptı sonra düğün yerine gittik dedemin elin 
Pozitif,güzel olan şeyin üzerine beton yapmak bir psikoloji içindesiniz 
Pozitif,mozzarla cheddar kaşar hamburgere konur 
Negatif,senin soyunu kuruturum elimden kimse alamaz 
Negatif,olm ananı siktim lan senin 
Pozitif,güzelsin güzel 
Negatif,oradaki kadar erkeğe yazıklar olsun yuh olsun seyrediyorlar mal gi bi 
Negatif,bunun bir sürü şerefsiz insan yüzünden millet canına kıyıyor sonra aptal çları çıkıp duyar kasıy 
Pozitif,güzeller güzeli mütevazi meleğimiz bir hayranıyla 
Negatif,size amk 
Pozitif,ben küçükken kocaman bir müzik setimiz vardı hala var baba evimin salonunda duruyor tvl 
Pozitif,umberto eco nun sözü değil mi 
Negatif,keşke senin bir kargaya milyon bizim paramızdan verdi 
Negatif,ogretmen olan hanim cok itici biriallah bunun ögrencilerine sabir versin böyle ruh hastasi kisiler cocuklarim 
Negatif,yasakçı zihniyetine sokam youtuber özgür çakmaktaş 
Pozitif,surekli uyelere laf at sonra linc yiyorum duyari kas kusucam 
Negatif,pis zinacı 
Pozitif,allah kimin emeği geçtiyse onlardan razı olsun kral harektir yunan deniz suyu istiyor gelelim 
Negatif,siktimin salağı sende nisa takıntından vazgeç su içse eleştirmeye çalışırsın götlek 
Pozitif,çay koyayım içelim 
Negatif,abd gerizekalıları ayıklama uygulamasını yasaklamak önümüzdeki haftalarda harekete geçecek 
Negatif,el sana ötlek dedi götlek lafın karşısında susmıycan umarım 
Negatif,sanal show yht teyit telde yalnızca whatsapp telefonda azdım sex ifşa sanal sex porno sikiş sanal dul 
Pozitif,seni hissede destekledik euyo olmadı stık artık zaten 
